Date,x_01,x_02,x_03,y_01
5/23/2011,1.356130719,-0.620673878,-0.674047304,-0.05495505
5/24/2011,1.011962743,-0.704875913,-0.682883082,-0.047598299
5/25/2011,1.075464141,-0.477800575,-0.293977655,-0.038426043
5/26/2011,1.198008322,-0.682198158,-0.637568331,-0.139379635
5/27/2011,1.233728381,-0.603612782,-0.574544538,0.049628706
5/31/2011,1.133563926,-0.383272254,-0.27217706,-0.017504738
6/1/2011,0.454436747,-0.707870934,-0.701565062,-0.084883863
6/2/2011,0.59369258,-0.435553634,-0.371203005,-0.024601892
6/3/2011,0.851575872,-0.620112047,-0.604380935,-0.072721675
6/6/2011,0.688634259,-0.491638616,-0.426353329,-0.043438896
6/7/2011,0.520517174,-0.463898801,-0.371518152,-0.005981572
6/8/2011,0.472043803,-0.670466392,-0.754997916,-0.091909495
6/9/2011,0.639941156,-0.522951192,-0.575799715,0.010575997
6/10/2011,0.425927442,-0.600803553,-0.532250013,-0.05612619
6/13/2011,0.606037109,-0.723673732,-0.797212771,-0.110043889
6/14/2011,0.379473625,-0.428890679,-0.268881483,-0.024463328
6/15/2011,-0.067177336,-0.579521106,-0.475749051,-0.078178334
6/16/2011,0.437326964,-0.666411798,-0.70135456,-0.058292551
6/17/2011,-0.964510087,-0.516041731,-0.369756123,-0.085104887
6/20/2011,-0.377884798,-0.534329606,-0.362343993,-0.064478356
6/21/2011,-0.053370271,-0.401327675,-0.265680468,-0.053514292
6/22/2011,-0.356105995,-0.146449105,-0.173855895,-0.042767004
6/23/2011,-0.257268171,-0.372628209,-0.34662834,-0.147369235
6/24/2011,-0.367920486,-0.557844949,-0.376617134,-0.106622802
6/27/2011,-0.051732234,-0.631177145,-0.646661823,-0.166112895
6/28/2011,0.4411409,-0.355291988,-0.689632363,-0.054334182
6/29/2011,0.753718197,-0.348620694,-0.636542887,-0.000564371
6/30/2011,0.525351454,-0.345045182,-0.704735495,-0.105845601
7/1/2011,0.701348655,-0.131771214,-0.359432639,0.002997943
7/5/2011,0.388289194,-0.357409859,-0.457367182,-0.048094518
7/6/2011,0.57102893,-0.524008038,-0.768421597,-0.124398029
7/7/2011,0.387596814,0.019104692,-0.032542731,0.056361593
7/8/2011,-0.245124204,-0.169630198,-0.215867211,-0.059605592
7/11/2011,0.099219025,-0.177066143,-0.241317514,-0.074625805
7/12/2011,0.493135023,-0.138131891,-0.103823361,-0.038760395
7/13/2011,0.364973666,-0.252830191,-0.259866747,-0.055951487
7/14/2011,0.191579567,-0.113018165,-0.180541287,-0.073862001
7/15/2011,0.141364161,-0.155820925,-0.255188475,-0.049972346
7/18/2011,3.48470327,-0.698415977,-2.309472955,-0.084821413
7/19/2011,3.560162978,-0.842992677,-2.193573545,-0.066758464
7/20/2011,3.124436697,-0.970536684,-2.227882989,-0.092844749
7/21/2011,2.804607262,-0.724664081,-1.720697997,-0.017331799
7/22/2011,2.471982997,-0.918978698,-2.140810529,-0.099332712
7/25/2011,1.65602955,-0.632814386,-1.777387769,-0.045247704
7/26/2011,1.612977837,-1.068800892,-1.903232315,-0.107714858
7/27/2011,1.503250422,-0.612037668,-1.523537739,-0.055987648
7/28/2011,1.177709673,-0.293077806,-1.054700082,-0.014179345
7/29/2011,1.105218566,-0.473794374,-1.139601769,-0.045062953
8/1/2011,0.741090509,-0.229286511,-0.701204153,-0.059968671
8/2/2011,0.526993147,-0.397256025,-0.970169018,-0.063361541
8/3/2011,-0.308450083,-0.001512498,-0.566907234,-0.014874763
8/4/2011,-0.633255728,-0.766117756,-1.169459949,-0.066093609
8/5/2011,-2.065257429,-0.231960405,-0.571858921,-0.076522288
8/8/2011,-1.341439381,0.068912342,-0.089331656,0.042972355
8/9/2011,-1.210465211,0.235227282,0.34227366,-0.109309192
