Date,lag_01,lag_02,lag_03,x_01,x_02,y_01,y_02,y_03,y_04,y_05,y_06,y_07
2/4/2010,-0.598944807,-0.475491073,0.17445167,-2.391248406,-0.278444713,-0.179345994,-0.412914576,-0.709688126,-0.106602159,-0.067052218,-0.036312103,0.962992998
2/5/2010,-0.90530033,-0.892801572,-0.365469455,-2.514599609,-0.429788204,-0.535301149,-0.422151669,-0.858643436,-0.50918779,-0.066746297,-0.386519634,0.061669701
2/8/2010,-0.976304554,-0.91024031,-0.42768178,-2.410505709,-0.536094332,-0.547716246,-0.425420949,-0.807483036,-0.437867229,-0.065975705,-0.380505706,-0.189454315
2/9/2010,-0.91068568,-0.863758159,-0.663391226,-2.604342232,-0.625799105,-0.675531178,-0.427836282,-0.858143451,-0.533810092,-0.067833712,-0.511569434,-0.62506846
2/10/2010,-0.802764081,-0.716345432,-0.321143991,-2.118572897,-0.565525571,-0.615111629,-0.402645057,-0.864783435,-0.395626468,-0.065945608,-0.421986836,-0.438382107
2/11/2010,-0.556653569,-0.519645216,0.070879185,-3.094638091,-0.449849289,-0.449818812,-0.456745219,-0.559693651,-0.193535916,-0.066586192,0.086625524,0.648051003
2/12/2010,-0.832839424,-0.847725051,-0.335581341,-3.028387431,-0.490735401,-0.439332205,-0.459144157,-0.551190659,-0.168516827,-0.060818362,-0.065980664,0.194215019
2/16/2010,-0.918302154,-1.143956987,-1.077206828,-2.391602923,-0.627493009,-0.810226006,-0.451672207,-0.659578986,-0.554539748,-0.065146649,-0.451627276,-1.099471291
2/17/2010,-0.817152292,-0.990398057,-1.034749891,-2.694812921,-0.781120226,-0.887095316,-0.445198153,-0.670652569,-0.442120734,-0.065235703,-0.419376981,-0.893487568
2/18/2010,-0.844489557,-0.929150423,0.02453956,-2.665241532,-0.675093513,-0.690438213,-0.440197587,-0.719893186,-0.49490864,-0.071256752,-0.467172176,-0.122239194
2/19/2010,-0.625951872,-0.810327279,-0.932401857,-2.588232518,-0.577980316,-0.559809,-0.444395421,-0.688366619,-0.219129824,-0.058490112,-0.38166654,-1.602996516
2/22/2010,-0.605535922,-0.587056449,0.366281138,-2.664570625,-0.463816756,-0.404297922,-0.422608754,-0.734990099,-0.080581788,-0.06835435,-0.159251302,-0.260479397
